# Sundial demo flight log
# Synthetic L1850 two-stage-recovery profile, 50 Hz control loop
# Generated by examples/make_demo_log.py
# Time (s),state,altitude (m),velocity (m/s),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s),pressure (Pa),temperature (C),battery (V),gps_lat (deg),gps_lon (deg),gps_sats,rssi (dBm),mach,pyro_drogue,pyro_main
16.880,COAST,1528.562,80.182,-0.041,0.030,0.275,-4.18,5.50,132.34,84546.2,11.48,8.2760,32.9403620,-106.9219557,8,-77.2,0.2468,0,0
16.900,COAST,1529.925,80.367,0.006,-0.049,0.225,-5.38,6.23,131.09,84528.1,11.58,8.2751,32.9403638,-106.9219565,8,-77.9,0.2461,0,0
16.920,COAST,1531.293,81.981,0.043,0.188,0.189,-1.91,6.61,129.46,84511.8,11.62,8.2791,32.9403638,-106.9219570,8,-77.5,0.2454,0,0
16.940,COAST,1532.377,81.881,-0.157,0.149,0.753,-2.08,5.32,130.15,84478.9,11.44,8.2776,32.9403627,-106.9219564,8,-78.6,0.2448,0,0
16.960,COAST,1534.190,81.508,0.114,0.177,0.391,-2.42,5.30,130.82,84463.8,11.59,8.2721,32.9403642,-106.9219560,8,-78.0,0.2441,0,0
16.980,COAST,1536.356,79.494,-0.177,0.010,0.162,-4.64,7.13,129.77,84449.4,11.62,8.2706,32.9403643,-106.9219568,8,-79.1,0.2434,0,0
17.000,COAST,1537.836,80.692,0.151,-0.105,0.125,-4.03,5.40,127.43,84434.5,11.57,8.2730,32.9403629,-106.9219556,8,-79.0,0.2428,0,0
17.020,COAST,1539.828,80.935,0.103,-0.019,0.125,-5.41,6.66,131.42,84413.2,11.44,8.2695,32.9403642,-106.9219554,8,-78.5,0.2421,0,0
17.040,COAST,1541.019,78.765,0.130,-0.128,0.052,-4.51,6.18,127.04,84415.2,11.40,8.2802,32.9403634,-106.9219569,8,-78.0,0.2414,0,0
17.060,COAST,1542.174,79.128,0.097,-0.173,0.128,-3.82,4.26,130.73,84382.6,11.46,8.2784,32.9403637,-106.9219563,8,-78.3,0.2408,0,0
17.080,COAST,1544.405,79.135,-0.233,-0.184,0.674,-3.09,5.70,128.26,84385.0,11.31,8.2768,32.9403638,-106.9219566,8,-78.2,0.2401,0,0
17.100,COAST,1545.634,78.432,0.000,0.215,0.091,-3.63,6.06,130.00,84363.4,11.57,8.2755,32.9403647,-106.9219559,8,-79.9,0.2394,0,0
17.120,COAST,1547.229,77.494,0.017,0.030,0.303,-7.85,2.06,129.47,84338.3,11.58,8.2683,32.9403647,-106.9219551,8,-80.6,0.2388,0,0
17.140,COAST,1549.101,78.852,-0.103,0.181,0.297,-6.45,4.81,132.14,84337.9,11.46,8.2715,32.9403642,-106.9219565,8,-78.1,0.2381,0,0
17.160,COAST,1550.605,79.141,0.204,-0.156,0.638,-8.72,2.05,132.76,84308.2,11.41,8.2779,32.9403652,-106.9219560,8,-79.4,0.2375,0,0
17.180,COAST,1551.882,76.983,0.177,-0.196,0.278,-8.73,2.05,132.75,84298.6,11.31,8.2724,32.9403646,-106.9219557,8,-78.6,0.2368,0,0
17.200,COAST,1553.681,76.853,-0.050,0.174,0.423,-8.85,4.47,131.58,84277.0,11.36,8.2680,32.9403657,-106.9219557,8,-78.4,0.2361,0,0
17.220,COAST,1555.205,76.316,-0.006,0.082,0.683,-9.18,4.07,132.08,84269.4,11.52,8.2753,32.9403654,-106.9219551,8,-78.6,0.2355,0,0
17.240,COAST,1556.364,76.155,0.188,0.075,0.012,-8.09,2.85,128.76,84254.2,11.47,8.2736,32.9403650,-106.9219563,8,-78.7,0.2348,0,0
17.260,COAST,1558.287,76.590,0.007,-0.076,0.164,-6.98,2.26,131.79,84244.0,11.50,8.2752,32.9403655,-106.9219566,8,-78.5,0.2341,0,0
17.280,COAST,1559.441,76.626,-0.011,-0.065,0.287,-5.87,2.00,131.65,84219.7,11.23,8.2760,32.9403666,-106.9219553,8,-77.9,0.2335,0,0
17.300,COAST,1561.200,76.920,-0.156,-0.115,0.235,-8.75,3.23,132.65,84210.0,11.41,8.2694,32.9403670,-106.9219560,8,-80.0,0.2328,0,0
17.320,COAST,1562.917,75.717,0.143,0.176,0.740,-8.63,-1.71,131.17,84196.8,11.40,8.2696,32.9403666,-106.9219549,8,-78.1,0.2322,0,0
17.340,COAST,1564.085,76.585,-0.129,-0.114,0.564,-5.69,0.76,129.99,84164.1,11.26,8.2754,32.9403655,-106.9219549,8,-79.6,0.2315,0,0
17.360,COAST,1565.863,75.352,-0.079,-0.199,0.181,-9.18,-1.99,127.23,84158.4,11.36,8.2687,32.9403664,-106.9219566,8,-77.7,0.2309,0,0
17.380,COAST,1567.326,76.685,-0.115,0.105,0.076,-6.48,-1.39,132.29,84135.3,11.25,8.2702,32.9403669,-106.9219547,8,-78.2,0.2302,0,0
17.400,COAST,1569.330,76.728,-0.108,0.104,0.765,-7.21,0.48,131.40,84120.7,11.22,8.2677,32.9403663,-106.9219550,8,-77.6,0.2295,0,0
17.420,COAST,1570.718,75.813,-0.131,-0.033,0.668,-9.94,-1.63,127.27,84121.7,11.34,8.2741,32.9403676,-106.9219550,8,-80.9,0.2289,0,0
17.440,COAST,1571.474,73.926,-0.070,0.111,0.795,-9.85,-0.99,130.73,84100.5,11.38,8.2758,32.9403669,-106.9219550,8,-78.0,0.2282,0,0
17.460,COAST,1573.232,74.331,-0.046,0.085,0.730,-7.95,0.40,131.31,84080.5,11.24,8.2711,32.9403668,-106.9219565,8,-78.9,0.2276,0,0
17.480,COAST,1575.395,74.793,-0.022,0.055,0.369,-9.95,-0.12,127.94,84071.9,11.28,8.2730,32.9403681,-106.9219548,8,-78.8,0.2269,0,0
17.500,COAST,1576.470,74.661,0.043,-0.234,0.721,-9.87,-0.97,129.03,84054.2,11.27,8.2721,32.9403673,-106.9219547,8,-78.4,0.2263,0,0
17.520,COAST,1577.123,75.713,0.056,0.124,0.647,-8.07,-2.41,131.26,84028.9,11.38,8.2767,32.9403673,-106.9219549,8,-78.6,0.2256,0,0
17.540,COAST,1578.767,72.946,-0.185,0.114,0.467,-10.33,-4.72,131.76,84030.3,11.36,8.2705,32.9403670,-106.9219563,8,-80.2,0.2249,0,0
17.560,COAST,1580.498,73.221,-0.099,0.020,0.021,-6.95,-5.01,128.01,84000.1,11.11,8.2681,32.9403678,-106.9219546,8,-80.9,0.2243,0,0
17.580,COAST,1582.002,73.605,-0.149,0.154,0.027,-7.51,-5.31,132.08,83996.5,11.08,8.2769,32.9403679,-106.9219557,8,-79.5,0.2236,0,0
17.600,COAST,1583.582,73.271,0.104,-0.061,0.252,-8.72,-3.15,128.96,83981.8,11.10,8.2676,32.9403692,-106.9219556,8,-79.9,0.2230,0,0
17.620,COAST,1584.928,73.342,-0.121,-0.127,0.761,-6.27,-5.45,130.51,83969.8,11.11,8.2778,32.9403693,-106.9219547,8,-78.7,0.2223,0,0
17.640,COAST,1586.858,74.013,0.218,0.225,0.693,-5.91,-6.01,132.62,83941.5,11.16,8.2753,32.9403678,-106.9219545,8,-78.5,0.2217,0,0
17.660,COAST,1588.512,72.377,-0.169,-0.078,0.099,-6.85,-2.35,131.62,83938.2,11.08,8.2769,32.9403689,-106.9219560,8,-77.8,0.2210,0,0
17.680,COAST,1589.666,73.441,0.007,0.230,0.134,-7.15,-2.14,131.26,83920.1,11.11,8.2699,32.9403698,-106.9219559,8,-78.4,0.2204,0,0
17.700,COAST,1591.055,73.289,0.091,0.009,0.312,-8.67,-3.09,132.27,83916.2,11.14,8.2688,32.9403689,-106.9219557,8,-80.4,0.2197,0,0
17.720,COAST,1592.311,72.304,0.195,-0.069,0.794,-8.01,-3.80,130.48,83881.4,11.23,8.2740,32.9403695,-106.9219548,8,-79.0,0.2191,0,0
17.740,COAST,1594.418,72.731,0.015,0.088,0.011,-6.70,-6.93,129.99,83870.8,11.11,8.2722,32.9403692,-106.9219546,8,-80.4,0.2184,0,0
17.760,COAST,1594.792,71.879,-0.247,-0.188,0.153,-6.05,-5.18,127.48,83853.0,11.27,8.2756,32.9403699,-106.9219559,8,-80.4,0.2178,0,0
17.780,COAST,1596.422,72.345,-0.023,-0.188,0.119,-7.07,-4.95,132.76,83842.5,11.00,8.2751,32.9403694,-106.9219559,8,-79.1,0.2171,0,0
17.800,COAST,1597.499,70.112,0.220,-0.175,0.502,-5.36,-5.99,132.84,83825.8,11.05,8.2775,32.9403706,-106.9219542,8,-80.7,0.2165,0,0
17.820,COAST,1599.436,72.492,0.054,-0.220,0.544,-7.82,-4.44,129.83,83828.7,11.04,8.2683,32.9403706,-106.9219541,8,-80.3,0.2158,0,0
17.840,COAST,1600.383,71.392,-0.210,0.171,0.440,-6.11,-4.26,129.46,83808.7,10.97,8.2691,32.9403703,-106.9219544,8,-80.5,0.2152,0,0
17.860,COAST,1602.107,69.794,-0.024,-0.108,0.456,-8.67,-4.13,132.93,83792.0,11.21,8.2718,32.9403699,-106.9219549,8,-80.5,0.2145,0,0
17.880,COAST,1604.286,71.136,0.205,0.181,0.196,-9.30,-8.24,127.54,83768.3,11.21,8.2745,32.9403694,-106.9219554,8,-79.8,0.2139,0,0
17.900,COAST,1605.223,71.552,0.012,-0.179,0.615,-8.54,-8.70,130.03,83757.7,10.99,8.2778,32.9403710,-106.9219545,8,-80.5,0.2132,0,0
17.920,COAST,1606.963,71.070,-0.161,-0.188,0.425,-7.79,-5.84,131.64,83747.5,11.00,8.2735,32.9403711,-106.9219557,8,-80.0,0.2126,0,0
17.940,COAST,1608.413,68.920,-0.111,-0.090,0.749,-4.42,-5.22,132.17,83729.6,11.05,8.2775,32.9403707,-106.9219543,8,-79.2,0.2119,0,0
17.960,COAST,1608.970,70.363,0.198,-0.159,0.182,-4.47,-5.59,132.78,83726.6,10.96,8.2694,32.9403705,-106.9219550,8,-80.6,0.2113,0,0
17.980,COAST,1610.472,69.547,0.003,0.046,0.794,-6.37,-6.56,129.20,83705.5,11.00,8.2738,32.9403706,-106.9219541,8,-79.3,0.2106,0,0
18.000,COAST,1612.301,70.090,-0.192,-0.165,0.145,-5.25,-6.03,130.89,83700.0,11.06,8.2762,32.9403703,-106.9219554,8,-80.9,0.2100,0,0
18.020,COAST,1613.579,69.556,0.206,-0.237,0.501,-3.20,-6.55,132.50,83676.0,11.13,8.2725,32.9403717,-106.9219544,8,-79.3,0.2093,0,0
18.040,COAST,1615.028,69.102,-0.176,0.221,0.384,-4.45,-6.33,130.87,83668.1,11.05,8.2726,32.9403706,-106.9219549,8,-80.3,0.2087,0,0
18.060,COAST,1615.917,69.296,-0.248,0.191,0.797,-5.52,-5.99,131.91,83645.5,11.08,8.2719,32.9403723,-106.9219547,8,-78.2,0.2080,0,0
18.080,COAST,1617.317,69.142,0.023,-0.179,0.283,-4.40,-8.33,129.01,83648.4,11.10,8.2669,32.9403722,-106.9219545,8,-80.8,0.2074,0,0
18.100,COAST,1618.580,67.102,0.126,0.218,0.516,-6.38,-8.53,128.31,83623.6,11.05,8.2720,32.9403715,-106.9219537,8,-78.2,0.2067,0,0
18.120,COAST,1620.502,67.980,0.044,0.016,0.216,-3.52,-6.47,131.40,83608.0,11.05,8.2753,32.9403729,-106.9219548,8,-79.9,0.2061,0,0
18.140,COAST,1621.356,66.692,0.017,-0.193,0.673,-4.35,-8.84,130.04,83600.9,10.98,8.2767,32.9403728,-106.9219550,8,-79.1,0.2055,0,0
18.160,COAST,1622.558,68.050,0.139,0.099,0.761,-2.52,-7.61,132.42,83582.3,11.02,8.2708,32.9403728,-106.9219551,8,-81.3,0.2048,0,0
18.180,COAST,1623.890,67.398,0.126,-0.241,0.411,-3.33,-5.61,128.57,83571.0,11.02,8.2662,32.9403724,-106.9219547,8,-79.3,0.2042,0,0
18.200,COAST,1625.488,66.004,-0.167,-0.249,0.655,-4.97,-5.96,130.48,83550.2,10.98,8.2725,32.9403725,-106.9219550,9,-81.3,0.2035,0,0
18.220,COAST,1627.210,67.144,-0.209,0.049,0.275,-4.86,-7.22,130.98,83549.2,11.02,8.2700,32.9403729,-106.9219550,9,-80.1,0.2029,0,0
18.240,COAST,1628.711,66.442,0.243,-0.134,0.482,-2.57,-9.79,127.79,83524.4,10.87,8.2733,32.9403719,-106.9219552,9,-78.9,0.2022,0,0
18.260,COAST,1629.337,66.937,0.157,-0.008,0.718,-3.91,-9.04,127.65,83524.9,10.95,8.2683,32.9403736,-106.9219550,9,-80.4,0.2016,0,0
18.280,COAST,1631.564,66.954,-0.098,-0.012,0.455,-4.64,-7.02,132.44,83511.6,10.81,8.2762,32.9403734,-106.9219535,9,-79.0,0.2009,0,0
18.300,COAST,1632.663,66.065,-0.143,0.101,0.610,-4.20,-7.86,129.23,83490.1,10.89,8.2720,32.9403730,-106.9219548,9,-78.3,0.2003,0,0
18.320,COAST,1633.533,65.872,-0.052,0.135,0.611,-1.82,-6.82,127.52,83489.6,10.83,8.2675,32.9403730,-106.9219539,9,-80.0,0.1997,0,0
18.340,COAST,1635.352,66.879,-0.079,-0.134,0.567,-1.26,-7.86,132.74,83464.0,10.92,8.2669,32.9403730,-106.9219536,9,-80.4,0.1990,0,0
18.360,COAST,1635.899,66.253,-0.034,-0.146,0.730,-3.10,-8.67,130.01,83461.8,10.89,8.2747,32.9403746,-106.9219550,9,-80.8,0.1984,0,0
18.380,COAST,1637.477,64.592,-0.145,-0.040,0.280,-0.32,-5.74,130.44,83448.6,10.99,8.2762,32.9403743,-106.9219544,9,-78.9,0.1977,0,0
18.400,COAST,1639.406,66.060,-0.196,-0.174,0.295,-0.57,-8.14,127.60,83433.4,10.72,8.2733,32.9403737,-106.9219542,9,-78.9,0.1971,0,0
18.420,COAST,1640.357,65.456,-0.053,-0.112,0.593,1.07,-5.98,130.69,83415.8,10.79,8.2724,32.9403743,-106.9219546,9,-78.4,0.1965,0,0
18.440,COAST,1642.131,65.515,0.121,-0.188,0.600,-1.31,-6.66,130.62,83403.7,10.69,8.2704,32.9403734,-106.9219535,9,-79.1,0.1958,0,0
18.460,COAST,1642.673,64.662,-0.029,0.239,0.339,0.63,-8.51,132.30,83399.1,10.71,8.2705,32.9403750,-106.9219549,9,-79.7,0.1952,0,0
18.480,COAST,1644.673,65.104,0.156,-0.006,0.794,-0.54,-9.16,129.77,83379.6,10.72,8.2699,32.9403753,-106.9219550,9,-79.8,0.1945,0,0
18.500,COAST,1646.010,63.320,0.197,0.057,0.030,0.17,-6.61,129.87,83363.4,10.88,8.2652,32.9403741,-106.9219532,9,-80.9,0.1939,0,0
18.520,COAST,1647.359,64.198,0.077,0.202,0.448,1.97,-6.18,127.32,83354.0,10.68,8.2684,32.9403744,-106.9219531,9,-81.0,0.1933,0,0
18.540,COAST,1647.656,62.382,0.210,-0.213,0.142,1.76,-6.04,127.04,83336.4,10.79,8.2695,32.9403739,-106.9219544,9,-78.8,0.1926,0,0
18.560,COAST,1649.633,62.179,-0.132,0.249,0.700,3.41,-5.16,130.97,83334.3,10.91,8.2761,32.9403741,-106.9219533,9,-80.6,0.1920,0,0
18.580,COAST,1650.829,64.024,0.173,0.197,0.752,-0.68,-6.99,131.59,83315.8,10.90,8.2718,32.9403743,-106.9219538,9,-79.7,0.1913,0,0
18.600,COAST,1651.342,62.100,-0.117,0.042,0.607,1.65,-5.18,129.76,83305.6,10.70,8.2659,32.9403746,-106.9219538,9,-79.3,0.1907,0,0
18.620,COAST,1653.465,63.785,-0.080,0.211,0.249,1.63,-5.55,131.26,83291.9,10.70,8.2699,32.9403744,-106.9219533,9,-79.8,0.1901,0,0
18.640,COAST,1654.898,63.188,-0.118,-0.066,0.420,1.00,-6.93,132.08,83273.3,10.65,8.2654,32.9403753,-106.9219538,9,-80.1,0.1894,0,0
18.660,COAST,1655.633,61.410,0.227,-0.093,0.237,1.42,-3.61,129.18,83274.3,10.72,8.2728,32.9403752,-106.9219542,9,-81.9,0.1888,0,0
18.680,COAST,1657.303,61.247,-0.240,-0.050,0.044,0.45,-7.00,129.65,83260.6,10.71,8.2753,32.9403752,-106.9219531,9,-79.6,0.1882,0,0
18.700,COAST,1658.550,62.694,-0.118,0.168,0.402,4.09,-4.76,129.88,83250.7,10.74,8.2725,32.9403758,-106.9219546,9,-79.8,0.1875,0,0
18.720,COAST,1659.873,61.890,0.043,-0.035,0.339,3.81,-5.99,129.00,83226.6,10.71,8.2728,32.9403768,-106.9219534,9,-79.5,0.1869,0,0
18.740,COAST,1660.131,61.425,-0.127,0.155,0.391,1.34,-4.78,132.04,83209.0,10.60,8.2741,32.9403768,-106.9219532,9,-79.3,0.1862,0,0
18.760,COAST,1661.611,61.652,-0.201,-0.072,0.641,2.41,-3.95,127.28,83200.2,10.76,8.2761,32.9403763,-106.9219547,9,-80.6,0.1856,0,0
18.780,COAST,1662.496,61.124,-0.050,0.208,0.797,5.74,-4.38,129.71,83196.9,10.56,8.2730,32.9403767,-106.9219531,9,-78.6,0.1850,0,0
18.800,COAST,1664.270,59.685,-0.230,0.235,0.704,1.85,-0.76,132.94,83188.0,10.68,8.2734,32.9403768,-106.9219532,9,-80.5,0.1843,0,0
18.820,COAST,1664.611,61.031,-0.054,-0.047,0.409,3.73,-5.26,131.86,83162.3,10.60,8.2647,32.9403764,-106.9219541,9,-79.2,0.1837,0,0
18.840,COAST,1665.970,60.663,0.113,-0.039,0.030,3.94,-2.11,132.49,83153.3,10.82,8.2717,32.9403770,-106.9219528,9,-80.7,0.1831,0,0
18.860,COAST,1667.642,60.605,-0.062,0.200,0.013,6.87,-2.65,131.85,83146.1,10.58,8.2646,32.9403773,-106.9219530,9,-80.1,0.1824,0,0
18.880,COAST,1668.414,59.869,0.002,-0.234,0.179,7.00,-2.37,131.51,83131.3,10.68,8.2710,32.9403762,-106.9219526,9,-78.6,0.1818,0,0
18.900,COAST,1670.239,59.337,0.042,0.051,0.265,5.81,-0.76,130.03,83117.2,10.67,8.2648,32.9403767,-106.9219529,9,-81.3,0.1812,0,0
18.920,COAST,1671.927,58.722,0.043,-0.127,0.437,4.92,0.05,131.66,83115.9,10.67,8.2747,32.9403775,-106.9219526,9,-81.9,0.1805,0,0
18.940,COAST,1673.146,59.468,0.193,-0.069,0.021,3.85,0.14,127.48,83108.9,10.61,8.2668,32.9403782,-106.9219542,9,-81.6,0.1799,0,0
18.960,COAST,1673.031,58.537,0.216,0.031,0.487,5.59,-0.04,131.81,83087.6,10.54,8.2675,32.9403770,-106.9219542,9,-81.2,0.1793,0,0
18.980,COAST,1675.050,58.300,0.190,-0.236,0.102,5.60,-1.51,127.08,83075.3,10.56,8.2713,32.9403784,-106.9219537,9,-81.5,0.1786,0,0
19.000,COAST,1676.018,58.883,0.109,-0.118,0.694,7.25,2.03,130.60,83065.1,10.62,8.2663,32.9403768,-106.9219542,9,-79.5,0.1780,0,0
19.020,COAST,1677.144,58.666,-0.042,-0.115,0.390,6.71,0.22,131.56,83049.8,10.73,8.2751,32.9403782,-106.9219541,9,-79.6,0.1774,0,0
19.040,COAST,1678.733,58.892,0.087,-0.095,0.022,5.61,2.38,132.63,83038.4,10.69,8.2736,32.9403781,-106.9219526,9,-79.3,0.1767,0,0
19.060,COAST,1680.142,57.476,-0.195,-0.165,0.305,8.45,2.47,131.81,83024.2,10.67,8.2725,32.9403783,-106.9219524,9,-79.1,0.1761,0,0
19.080,COAST,1680.086,57.954,-0.188,-0.111,0.785,7.69,-1.06,130.22,83027.1,10.48,8.2705,32.9403789,-106.9219542,9,-82.1,0.1755,0,0
19.100,COAST,1681.712,58.298,-0.136,-0.239,0.164,9.10,0.10,129.08,83000.6,10.45,8.2665,32.9403773,-106.9219532,9,-80.2,0.1748,0,0
19.120,COAST,1682.880,56.876,0.193,0.046,0.053,5.61,1.02,132.68,83005.0,10.42,8.2650,32.9403792,-106.9219525,9,-81.9,0.1742,0,0
19.140,COAST,1683.723,55.966,0.068,0.109,0.759,9.63,0.97,130.08,82978.7,10.45,8.2671,32.9403788,-106.9219528,9,-81.9,0.1736,0,0
19.160,COAST,1685.808,56.196,-0.089,0.103,0.737,6.70,-0.32,127.01,82980.9,10.45,8.2698,32.9403793,-106.9219534,9,-82.3,0.1730,0,0
19.180,COAST,1686.045,57.857,-0.062,-0.134,0.728,8.39,4.56,127.77,82966.4,10.63,8.2744,32.9403784,-106.9219539,9,-81.3,0.1723,0,0
19.200,COAST,1688.078,57.767,0.121,-0.207,0.274,5.04,0.28,132.16,82957.2,10.42,8.2666,32.9403781,-106.9219533,9,-81.3,0.1717,0,0
19.220,COAST,1689.162,55.702,-0.137,-0.115,0.449,9.66,2.16,131.89,82930.5,10.51,8.2685,32.9403779,-106.9219531,9,-79.8,0.1711,0,0
19.240,COAST,1689.603,56.610,0.080,-0.218,0.114,10.18,1.75,128.13,82922.7,10.50,8.2663,32.9403793,-106.9219534,9,-78.9,0.1704,0,0
19.260,COAST,1690.419,55.114,0.005,0.063,0.276,10.26,4.18,129.74,82915.3,10.48,8.2743,32.9403800,-106.9219525,9,-80.3,0.1698,0,0
19.280,COAST,1692.301,56.342,-0.093,-0.066,0.594,5.65,1.39,127.33,82903.4,10.60,8.2643,32.9403797,-106.9219522,9,-80.4,0.1692,0,0
19.300,COAST,1692.618,55.003,-0.197,0.190,0.147,7.85,2.76,130.33,82887.6,10.36,8.2714,32.9403799,-106.9219528,9,-79.7,0.1685,0,0
19.320,COAST,1694.217,55.731,0.121,-0.200,0.501,6.02,6.30,132.01,82885.7,10.61,8.2638,32.9403804,-106.9219538,9,-78.9,0.1679,0,0
19.340,COAST,1695.877,54.579,-0.205,0.245,0.664,9.08,6.42,127.80,82884.1,10.42,8.2743,32.9403789,-106.9219537,9,-81.9,0.1673,0,0
19.360,COAST,1696.155,54.608,0.113,0.055,0.518,8.79,6.23,130.59,82859.6,10.44,8.2700,32.9403787,-106.9219528,9,-82.0,0.1667,0,0
19.380,COAST,1697.411,54.983,-0.202,-0.161,0.086,10.26,4.94,130.21,82843.6,10.59,8.2726,32.9403789,-106.9219519,9,-81.3,0.1660,0,0
19.400,COAST,1698.942,54.425,-0.137,-0.093,0.019,7.90,5.67,129.47,82832.9,10.58,8.2666,32.9403798,-106.9219522,9,-80.3,0.1654,0,0
19.420,COAST,1700.426,55.387,0.097,0.075,0.326,6.26,7.59,131.11,82824.3,10.30,8.2638,32.9403795,-106.9219538,9,-81.1,0.1648,0,0
19.440,COAST,1700.859,54.618,-0.143,0.029,0.013,7.88,7.52,131.22,82810.4,10.58,8.2671,32.9403793,-106.9219537,9,-79.6,0.1642,0,0
19.460,COAST,1701.206,55.126,-0.229,0.220,0.064,8.16,3.68,130.54,82815.4,10.29,8.2731,32.9403807,-106.9219519,9,-81.6,0.1635,0,0
19.480,COAST,1702.855,53.005,0.019,-0.046,0.660,7.15,7.83,128.71,82790.0,10.56,8.2687,32.9403797,-106.9219518,9,-81.0,0.1629,0,0
19.500,COAST,1704.350,53.147,-0.069,0.237,0.687,8.68,3.96,130.57,82793.9,10.39,8.2736,32.9403794,-106.9219527,9,-79.5,0.1623,0,0
19.520,COAST,1705.150,52.736,0.074,-0.241,0.479,5.77,5.45,127.32,82768.7,10.46,8.2730,32.9403795,-106.9219530,9,-82.1,0.1616,0,0
19.540,COAST,1706.536,53.140,0.068,-0.151,0.613,9.71,8.08,128.15,82761.8,10.43,8.2676,32.9403798,-106.9219522,9,-81.2,0.1610,0,0
19.560,COAST,1707.338,52.844,0.230,-0.168,0.358,6.61,7.80,132.21,82747.1,10.25,8.2701,32.9403815,-106.9219529,9,-81.1,0.1604,0,0
19.580,COAST,1707.968,51.727,-0.064,0.120,0.715,6.56,6.20,128.58,82753.5,10.27,8.2748,32.9403804,-106.9219527,9,-81.6,0.1598,0,0
19.600,COAST,1709.196,51.332,0.020,0.062,0.661,6.99,9.14,128.58,82737.9,10.51,8.2664,32.9403814,-106.9219523,9,-81.0,0.1591,0,0
19.620,COAST,1710.411,51.026,-0.238,-0.119,0.447,6.96,5.44,131.27,82732.3,10.44,8.2668,32.9403813,-106.9219516,9,-80.8,0.1585,0,0
19.640,COAST,1711.233,51.349,-0.008,-0.213,0.144,9.66,6.54,128.93,82725.5,10.25,8.2651,32.9403819,-106.9219531,9,-81.5,0.1579,0,0
19.660,COAST,1712.550,52.909,-0.062,0.191,0.622,9.44,7.02,128.35,82697.7,10.45,8.2736,32.9403812,-106.9219527,9,-82.0,0.1573,0,0
19.680,COAST,1713.614,50.369,0.082,-0.149,0.284,6.15,5.70,130.43,82703.2,10.24,8.2655,32.9403814,-106.9219515,9,-80.7,0.1566,0,0
19.700,COAST,1715.042,50.415,-0.186,-0.072,0.145,6.11,6.69,130.77,82681.5,10.41,8.2675,32.9403812,-106.9219526,9,-81.4,0.1560,0,0
19.720,COAST,1715.585,51.943,-0.193,0.011,0.245,9.34,9.38,129.55,82684.0,10.48,8.2696,32.9403817,-106.9219533,9,-80.9,0.1554,0,0
19.740,COAST,1716.993,50.093,-0.244,0.205,0.007,7.40,6.52,128.28,82669.0,10.47,8.2700,32.9403822,-106.9219517,9,-79.6,0.1548,0,0
19.760,COAST,1718.122,51.943,0.125,-0.064,0.411,7.18,8.27,131.76,82656.3,10.34,8.2635,32.9403821,-106.9219522,9,-81.8,0.1542,0,0
19.780,COAST,1718.244,51.802,0.109,0.105,0.368,4.48,7.99,131.94,82636.9,10.36,8.2723,32.9403812,-106.9219528,9,-82.1,0.1535,0,0
19.800,COAST,1719.722,50.045,0.097,-0.188,0.084,4.41,8.71,130.55,82638.1,10.32,8.2691,32.9403815,-106.9219517,9,-81.0,0.1529,0,0
19.820,COAST,1720.936,51.030,-0.152,-0.062,0.578,5.37,5.89,131.18,82626.8,10.44,8.2694,32.9403813,-106.9219522,9,-81.6,0.1523,0,0
19.840,COAST,1720.966,48.918,0.210,0.064,0.025,6.01,10.22,128.85,82609.1,10.23,8.2689,32.9403828,-106.9219521,9,-81.9,0.1517,0,0
19.860,COAST,1722.616,50.020,-0.106,0.203,0.645,4.54,8.24,130.40,82602.1,10.26,8.2718,32.9403827,-106.9219520,9,-82.2,0.1510,0,0
19.880,COAST,1724.090,48.819,-0.008,0.206,0.740,7.89,9.38,131.43,82600.8,10.37,8.2653,32.9403823,-106.9219518,9,-80.9,0.1504,0,0
19.900,COAST,1724.000,49.680,-0.179,0.067,0.375,6.33,6.11,128.12,82576.6,10.37,8.2661,32.9403825,-106.9219531,9,-80.5,0.1498,0,0
19.920,COAST,1725.025,48.323,-0.247,0.069,0.376,5.27,9.68,129.09,82583.6,10.41,8.2671,32.9403819,-106.9219523,9,-81.8,0.1492,0,0
19.940,COAST,1726.498,47.857,0.235,0.093,0.549,7.29,9.85,131.90,82570.2,10.40,8.2688,32.9403826,-106.9219521,9,-81.3,0.1486,0,0
19.960,COAST,1728.042,49.621,0.249,-0.100,0.358,2.49,7.03,130.91,82568.2,10.34,8.2740,32.9403818,-106.9219512,9,-82.6,0.1479,0,0
19.980,COAST,1728.644,48.664,0.104,0.224,0.715,4.33,7.48,127.95,82553.6,10.27,8.2711,32.9403826,-106.9219526,9,-80.2,0.1473,0,0
20.000,COAST,1730.090,48.313,0.201,-0.115,0.736,1.79,7.40,132.64,82536.2,10.26,8.2733,32.9403833,-106.9219523,9,-81.7,0.1467,0,0
20.020,COAST,1730.594,48.564,0.046,0.046,0.096,3.39,8.88,130.75,82525.0,10.13,8.2637,32.9403832,-106.9219522,9,-79.7,0.1461,0,0
20.040,COAST,1730.840,48.390,-0.031,0.013,0.706,3.51,6.86,127.24,82522.6,10.19,8.2715,32.9403823,-106.9219518,9,-80.5,0.1455,0,0
20.060,COAST,1732.841,49.000,0.184,0.052,0.115,3.43,8.52,127.84,82517.4,10.36,8.2679,32.9403838,-106.9219524,9,-79.8,0.1448,0,0
